ReviewID,CustomerID,Age,Gender,Location,Date,Brand,Product,ProductID,Rating,ReviewCategory,ReviewText,Cuisine,HealthPref,PriceSensitivity,WouldRecommend,SentimentLabel,SentimentScore,Polarity,Subjectivity,HelpfulUpvotes,HelpfulDownvotes
RU001199,jcgpjick28sh,35,F,Varanasi,2024-07-29,CurryCraft,Chicken Curry,PID00638,5,Temperature,Delivered hot—absolutely perfect temperature! piping,Indian,Gluten-Free,High,Yes,Positive,1.0,1.0,1.0,10,9
RU001200,orm3zh476egq,25,F,Erode,2024-07-29,TasteLane,Crispy Noodles,PID00104,2,Delivery,food and Delivery significantly delayed lukewarm. was was the,Chinese,Gluten-Free,High,No,Negative,-0.5,0.38,0.88,21,4
RU001201,nmj3yh2auvlt,31,F,Surat,2024-07-30,PastaPalace,Minestrone Soup,PID00480,4,Portion Size,the the for cost dish. of measured Well and appropriate,Italian,Gluten-Free,Medium,Yes,Positive,0.5,0.5,0.5,11,6
RU001202,ukyucx5jvds8,19,M,Kolkata,2024-07-30,PastaPalace,Risotto,PID00664,3,Customer Service,"to they service, bit slow respond. but a were Okay",Italian,None,High,Yes,Neutral,0.0,0.1,0.45,4,8
RU001203,3rj4biohk0ve,23,F,Patna,2024-07-30,SpiceHub,Veg Pulao,PID00398,2,Customer Service,The staff seemed distracted. disinterested or,Indian,Gluten-Free,Medium,No,Negative,-0.5,0.0,0.0,2,5
RU001204,gbqbu3gpuux9,24,F,Nashik,2024-07-30,WokWay,Stir Fry Veggies,PID00030,3,Portion Size,size—met expectations. Standard commercial,Chinese,None,Low,No,Neutral,0.0,0.0,0.0,20,2
RU001205,f992rfsty5ph,44,F,Bhopal,2024-07-30,UrbanTadka,Rajma Chawal,PID00495,2,Customer Service,to times be to repeat request understood. multiple Had my,Indian,Vegan,Medium,No,Negative,-0.5,0.0,0.0,16,8
RU001206,enngay37vg68,60,F,Erode,2024-07-30,FiestaGrill,Mexican Rice,PID00085,4,Delivery,professionally. delivery time On handled and was the,Mexican,Vegetarian,High,No,Positive,0.5,0.1,0.1,0,1
RU001207,l51rgfrnjhqf,41,M,Dindigul,2024-07-30,CurryCraft,Masala Dosa,PID00301,3,Value for Money,you pay what you get average was for. It value;,Indian,Gluten-Free,High,No,Neutral,0.0,-0.15,0.4,9,8
RU001208,ijyah9mck3dg,39,M,Surat,2024-07-30,FreshBite,Meatloaf,PID00337,3,Taste,"neither The taste was unremarkable, and nor bad. standard good",Continental,Gluten-Free,High,No,Neutral,0.0,0.0,0.42,18,2
RU001209,08d2qlaw8f52,36,M,Madurai,2024-07-30,NoodleNest,Spring Rolls,PID00385,5,Temperature,hot—absolutely Delivered perfect piping temperature!,Chinese,Gluten-Free,Medium,Yes,Positive,1.0,1.0,1.0,8,5
RU001210,ktaajhko73r0,56,M,Vizag,2024-07-30,FiestaGrill,Tacos,PID01408,3,Temperature,"felt temperature, a it minute. for sat like Standard but",Mexican,Non-Veg,Low,Yes,Neutral,0.0,0.0,0.0,12,2
RU001211,0qf5ynaxtbnn,41,F,Ranchi,2024-07-30,TasteLane,Hot and Sour Soup,PID00457,5,Customer Service,was accommodating. service proactive extremely team The and,Chinese,Vegetarian,High,Yes,Positive,1.0,-0.12,1.0,5,5
RU001212,yatnyc2y0xtq,27,F,Bangalore,2024-07-30,FoodAdda,Crispy Tofu,PID00244,1,Hygiene,Zero cleanliness into effort basic protocols. put,Thai,Vegan,Medium,Yes,Negative,-1.0,0.0,0.12,5,9
RU001213,gd40cm0tu2aq,31,F,Guwahati,2024-07-30,UrbanTadka,Paneer Butter Masala,PID00435,5,Hygiene,"hygienic—felt trustworthy. safe, Clean, and very completely",Indian,Vegan,Medium,No,Positive,1.0,0.33,0.57,14,0
RU001214,qrnjoq35mob1,51,F,Thane,2024-07-30,WokWay,Dim Sum,PID00156,3,Taste,didn't it but palate. average; the Perfectly need filled the excite,Chinese,Gluten-Free,Medium,Yes,Neutral,0.0,0.42,0.77,25,4
RU001215,zhghjqd34q75,33,F,Kolkata,2024-07-30,UrbanTadka,Aloo Paratha,PID00002,2,Value for Money,not good a Definitely value.,Indian,Non-Veg,High,Yes,Negative,-0.5,-0.17,0.55,3,1
RU001216,o2vqd9tmtwq2,56,F,Tirunelveli,2024-07-30,BiryaniBox,Palak Paneer,PID00467,5,Portion Size,satisfy to appetite. Huge enough more than a large and very filling;,Indian,Non-Veg,Medium,Yes,Positive,1.0,0.26,0.53,4,5
RU001217,hon55wpocin4,47,F,Ahmedabad,2024-07-30,FoodAdda,Mango Sticky Rice,PID00192,2,Customer Service,distracted. staff or The seemed disinterested,Thai,Gluten-Free,Low,No,Negative,-0.5,0.0,0.0,20,0
RU001218,8cdk74ssqilq,58,F,Thanjavur,2024-07-30,NoodleNest,Manchurian,PID00087,4,Value for Money,The experience. the price by was justified,Chinese,None,Low,Yes,Positive,0.5,0.4,0.9,15,10
RU001219,o8qlg4kjm3or,39,F,Dindigul,2024-07-30,VeganVibes,Sautéed Veggies,PID00040,2,Temperature,enjoyment. was Temperature the disappointing and affected,Continental,Vegetarian,Medium,No,Negative,-0.5,-0.6,0.7,9,4
RU001220,6l67jolku5nc,52,F,Vizag,2024-07-31,SpiceHub,Palak Paneer,PID00064,2,Packaging,"crushed was the container The presentation. slightly, affecting",Indian,Gluten-Free,High,No,Negative,-0.5,-0.13,0.13,19,5
RU001221,ainwny5tnwfm,48,F,Ludhiana,2024-07-31,MasalaMagic,Aloo Paratha,PID00293,4,Delivery,"quick, food and Very warm arrived good the in condition.",Indian,Non-Veg,High,No,Positive,0.5,0.6,0.63,9,5
RU001222,yrjfvohocg2k,26,F,Jamshedpur,2024-07-31,TasteLane,Gobi Manchurian,PID00558,5,Value for Money,and the every Exceptional quantity for Worth price. penny! quality,Chinese,Non-Veg,Medium,Yes,Positive,1.0,0.52,0.55,4,5
RU001223,qbf776x8x2nq,34,M,Lucknow,2024-07-31,NoodleNest,Manchurian,PID00087,4,Delivery,delivery and handled was professionally. time On the,Chinese,Vegetarian,Low,Yes,Positive,0.5,0.1,0.1,25,0
RU001224,jeget1ghr09s,36,M,Lucknow,2024-07-31,MasalaMagic,Veg Pulao,PID00006,3,Taste,"but more could edible. and was It otherwise use seasoning, decent",Indian,Non-Veg,Low,Yes,Neutral,0.0,0.33,0.58,14,5
RU001225,c8gsdfxsximd,42,Other,Pune,2024-07-31,WrapNation,Pozole,PID00028,5,Packaging,The presentation still was and professional clearly great; high-quality packaging.,Mexican,Vegetarian,Medium,Yes,Positive,1.0,0.45,0.42,18,1
RU001226,zwl473wlr57y,53,F,Erode,2024-07-31,FreshBite,Steak,PID00091,1,Taste,bite a I one culinary couldn't terrible failure. took and continue;,Continental,None,Medium,No,Negative,-1.0,-0.44,0.43,1,5
RU001227,902a0nw60jsc,52,M,Indore,2024-07-31,FreshBite,Grilled Chicken,PID00071,2,Temperature,were not cold chilled items enough. The,Continental,Vegan,Low,No,Negative,-0.5,0.15,0.75,18,8
RU001228,o119xp9n56ny,60,M,Nashik,2024-07-31,FiestaGrill,Mexican Rice,PID00085,2,Taste,The taste was very forgettable. underwhelming; bland and,Mexican,None,Medium,Yes,Negative,-0.5,-0.41,0.74,7,3
RU001229,yzm5095tkizi,58,F,Trichy,2024-07-31,BiryaniBox,Rajma Chawal,PID00166,1,Temperature,the temperature—makes inedible/unsafe. food Unacceptable,Indian,Gluten-Free,Medium,Yes,Negative,-1.0,0.0,0.0,1,5
RU001230,7l577mbsmexr,45,M,Udaipur,2024-07-31,WrapNation,Tostadas,PID00120,1,Temperature,temperature—makes the food inedible/unsafe. Unacceptable,Mexican,None,Low,Yes,Negative,-1.0,0.0,0.0,22,1
RU001231,jewvpg6vc4pa,33,M,Dehradun,2024-07-31,UrbanTadka,Kofta Curry,PID00548,4,Temperature,"Arrived minor, temperature drop. only very a acceptable warm;",Indian,Non-Veg,Low,Yes,Positive,0.5,0.19,0.53,5,2
RU001232,8dnz3lvr26om,45,M,Jaipur,2024-07-31,SpiceHub,Rajma Chawal,PID00442,1,Hygiene,genuinely about was concerned safety. food I,Indian,Vegetarian,Low,No,Negative,-1.0,0.4,0.5,5,2
RU001233,y4qf1adfq90q,46,F,Chennai,2024-07-31,WokWay,Sweet Corn Soup,PID00483,3,Customer Service,"but nothing Average job they service, great, done. got the",Chinese,Gluten-Free,Low,Yes,Neutral,0.0,0.33,0.57,23,5
RU001234,lwl8u8pn74fy,44,F,Rajkot,2024-07-31,TandooriTrail,Rajma Chawal,PID00297,1,Temperature,temperature—makes food Unacceptable inedible/unsafe. the,Indian,None,Low,No,Negative,-1.0,0.0,0.0,4,9
RU001235,6zgrrvgmdfzj,42,F,Bangalore,2024-07-31,FoodAdda,Thai Iced Tea,PID00404,2,Delivery,lukewarm. delayed significantly was food was Delivery and the,Thai,Gluten-Free,Medium,Yes,Negative,-0.5,0.38,0.88,11,10
RU001236,sf3sdvef23nr,50,F,Guwahati,2024-07-31,WrapNation,Mexican Rice,PID00131,5,Value for Money,Worth the Exceptional every quantity and price. for penny! quality,Mexican,Non-Veg,Low,No,Positive,1.0,0.57,0.55,14,2
RU001237,dqh6lbc54yox,20,M,Bhopal,2024-07-31,WokWay,Crispy Noodles,PID00018,2,Delivery,the estimate. coordination; long timing after too wait Poor to had,Chinese,Gluten-Free,High,Yes,Negative,-0.5,-0.23,0.5,5,7
RU001238,nzep7pyeavu5,21,F,Ranchi,2024-07-31,CurryCraft,Dal Makhani,PID00328,3,Value for Money,standard. the end Price was higher of on,Indian,Gluten-Free,Low,Yes,Neutral,0.0,0.12,0.25,7,8
RU001239,exq0co9s1tv4,32,M,Thrissur,2024-08-01,FiestaGrill,Burrito Bowl,PID01015,2,Value for Money,the quality match The didn't price tag.,Mexican,Non-Veg,Low,No,Negative,-0.5,0.0,0.0,17,6
RU001240,dh4mqwe12iug,56,Other,Indore,2024-08-01,TandooriTrail,Dal Makhani,PID00475,4,Value for Money,No correctly. complaints cost; priced the about,Indian,Non-Veg,Medium,Yes,Positive,0.5,0.0,0.0,6,9
RU001241,cdrtql7yelo5,44,F,Kanpur,2024-08-01,TandooriTrail,Chicken Biryani,PID00076,5,Value for Money,Superb this pay happily would value—I again.,Indian,Non-Veg,High,No,Positive,1.0,0.9,1.0,13,6
RU001242,nxpehnu2zphq,44,Other,Thane,2024-08-01,WokWay,Tofu Chili,PID00564,3,Value for Money,"quality. but for A bit still expensive, acceptable the",Chinese,Gluten-Free,Low,Yes,Neutral,0.0,-0.5,0.7,13,5
RU001243,2piib2ps5u9q,44,M,Agra,2024-08-01,PastaPalace,Focaccia,PID00340,4,Temperature,temperature and mostly The perfect enjoyable. was highly,Italian,Gluten-Free,Low,Yes,Positive,0.5,0.54,0.66,25,6
RU001244,sa28t4ymicrn,21,M,Surat,2024-08-01,WokWay,Wonton Soup,PID00024,4,Temperature,"Arrived warm; only minor, temperature a acceptable very drop.",Chinese,Gluten-Free,High,No,Positive,0.5,0.19,0.53,21,7
RU001245,fidskn0d6006,41,M,Bangalore,2024-08-01,TandooriTrail,Veg Pulao,PID00098,2,Packaging,packed poorly. items cold hot and The were together,Indian,Gluten-Free,Medium,No,Negative,-0.5,-0.25,0.82,7,1
RU001246,rnmesi8gugiq,24,M,Aurangabad,2024-08-01,NoodleNest,Hakka Noodles,PID00310,1,Packaging,An standard packaging integrity. unacceptable of,Chinese,Vegan,Low,No,Negative,-1.0,0.0,0.0,13,2
RU001247,rvwjveyje8si,34,F,Jamshedpur,2024-08-01,FreshBite,Steak,PID00091,4,Taste,"professionally A that again. dish order solid, happily cooked I would",Continental,Vegan,Medium,No,Positive,0.5,0.3,0.4,11,9
RU001248,wtu76oxyje4g,58,Other,Bhopal,2024-08-01,WokWay,Fried Rice,PID00208,3,Temperature,"food but warm, The not hot—acceptable better. could be was",Chinese,Non-Veg,Medium,No,Neutral,0.0,0.55,0.55,8,4
RU001249,2q1yjucyy57p,59,F,Surat,2024-08-01,FreshBite,Garlic Bread,PID00106,5,Taste,Every amazing the tasted perfectly and to ingredient profile. fresh contributed,Continental,Gluten-Free,Medium,No,Positive,1.0,0.63,0.8,5,9
RU001250,9pkqgbhlft2n,21,F,Kanpur,2024-08-01,NoodleNest,Spring Rolls,PID00385,2,Customer Service,disinterested seemed The distracted. staff or,Chinese,Gluten-Free,Medium,Yes,Negative,-0.5,0.0,0.0,0,0
RU001251,q2n9cwydjl1y,33,M,Hubli,2024-08-02,WrapNation,Refried Beans,PID00357,3,Taste,"standard taste bad. was good The unremarkable, neither nor and",Mexican,Vegan,Low,Yes,Neutral,0.0,0.0,0.42,6,5
RU001252,38mi3hkfic4j,49,M,Chennai,2024-08-02,NoodleNest,Stir Fry Veggies,PID00181,3,Customer Service,A unhelpful. interaction; standard nor helpful neither,Chinese,Non-Veg,High,Yes,Neutral,0.0,0.0,0.0,17,10
RU001253,5izoampuq0sl,57,M,Salem,2024-08-02,FoodAdda,Thai Fish Cakes,PID00295,2,Value for Money,match tag. price The the didn't quality,Thai,Non-Veg,High,Yes,Negative,-0.5,0.0,0.0,20,6
RU001254,ogjcj5doh59g,44,M,Mysore,2024-08-02,NoodleNest,Dim Sum,PID00163,4,Taste,spot-on seasoning well was The was dish very the executed. and,Chinese,Vegetarian,Low,No,Positive,0.5,0.2,0.3,9,2
RU001255,ivcg3m6a1k42,50,F,Trivandrum,2024-08-02,FreshBite,Caesar Salad,PID00032,5,Portion Size,size The large was and perfectly portion shareable.,Continental,Non-Veg,High,No,Positive,1.0,0.61,0.71,20,6
RU001256,5ip7aeqrw4fq,40,M,Jaipur,2024-08-02,WokWay,Fried Rice,PID00208,5,Packaging,for perfectly and contents. the Totally leak-proof designed,Chinese,Vegan,Medium,Yes,Positive,1.0,0.5,0.88,16,4
RU001257,rl9qxuq9yyr1,46,Other,Jaipur,2024-08-02,NoodleNest,Gobi Manchurian,PID00946,3,Temperature,"could The not was food be but hot—acceptable warm, better.",Chinese,Non-Veg,Medium,Yes,Neutral,0.0,0.55,0.55,15,0
RU001258,0mwfs58bqzac,30,F,Agra,2024-08-02,SpiceHub,Bhindi Masala,PID00690,3,Value for Money,you get for. average value; was what It you pay,Indian,Vegan,Low,Yes,Neutral,0.0,-0.15,0.4,18,8
RU001259,hl8ypyrran8s,53,M,Bhopal,2024-08-02,PastaPalace,Calzone,PID00306,5,Temperature,perfect piping temperature! hot—absolutely Delivered,Italian,Vegetarian,Medium,Yes,Positive,1.0,1.0,1.0,2,3
RU001260,g336wderu2pc,43,F,Noida,2024-08-02,BiryaniBox,Rajma Chawal,PID00166,4,Taste,"definitely and highly above taste, enjoyable. great Really average",Indian,Gluten-Free,Low,Yes,Positive,0.5,0.23,0.47,6,2
RU001261,api6us6y0vf3,26,F,Pune,2024-08-02,FiestaGrill,Tamales,PID00687,5,Customer Service,"friendly, helpful—true super were and Staff courteous, professionals.",Mexican,Non-Veg,Medium,No,Positive,1.0,0.44,0.72,22,6
RU001262,swe1ga6srg1y,24,F,Indore,2024-08-02,VeganVibes,Omelette,PID00016,2,Hygiene,standards. lack of Visible attention to hygienic common,Continental,Vegetarian,Low,Yes,Negative,-0.5,-0.3,0.5,19,3
RU001263,7r1bllypgw00,34,F,Kolkata,2024-08-02,UrbanTadka,Bhindi Masala,PID00149,1,Packaging,delivery. seal The broke totally for easily; unsuitable,Indian,Vegan,Low,Yes,Negative,-1.0,0.22,0.79,3,3
RU001264,8lh2kmsp5kw9,54,F,Udaipur,2024-08-02,UrbanTadka,Rajma Chawal,PID00495,3,Customer Service,lacked warmth. but enthusiasm Functional or,Indian,Non-Veg,High,No,Neutral,0.0,0.0,0.0,24,1
RU001265,rew6qgm7eqbm,20,F,Salem,2024-08-02,SpiceHub,Butter Naan,PID00122,3,Hygiene,to Average pay cleanliness; more attention detail. could,Indian,Non-Veg,Medium,Yes,Neutral,0.0,0.17,0.45,8,2
RU001266,hz882pyvk3tk,39,M,Madurai,2024-08-02,FiestaGrill,Elote,PID00461,5,Value for Money,Exceptional the penny! price. for Worth quality every and quantity,Mexican,None,High,Yes,Positive,1.0,0.57,0.55,23,2
RU001267,z46u8nxd5uey,59,M,Amritsar,2024-08-02,FreshBite,Garlic Bread,PID00106,2,Taste,in flavor very Noticeably and poorly seasoned. lacking,Continental,Non-Veg,Low,No,Negative,-0.5,0.23,0.28,23,8
RU001268,2ggkat8xdve0,24,F,Nagpur,2024-08-02,FreshBite,Meatloaf,PID00337,2,Portion Size,Felt like the skimped slightly. they on quantity,Continental,Non-Veg,Medium,Yes,Negative,-0.5,-0.17,0.17,25,3
RU001269,z54kxkf060uz,30,F,Indore,2024-08-03,NoodleNest,Kung Pao Chicken,PID00587,5,Taste,Delicious! flawless highly dish and This addictive. was,Chinese,Non-Veg,High,Yes,Positive,1.0,0.54,0.86,19,8
RU001270,jiqd23oth9ri,47,F,Vellore,2024-08-03,FreshBite,Grilled Chicken,PID00071,5,Customer Service,"courteous, helpful—true super and were professionals. friendly, Staff",Continental,Gluten-Free,Medium,No,Positive,1.0,0.44,0.72,14,8
RU001271,jj3dmq6kgq3i,40,M,Coimbatore,2024-08-03,CurryCraft,Aloo Paratha,PID00714,1,Hygiene,Zero cleanliness protocols. effort into put basic,Indian,Non-Veg,High,No,Negative,-1.0,0.0,0.12,22,2
RU001272,h02c0cmeksx9,22,M,Thrissur,2024-08-03,NoodleNest,Sweet Corn Soup,PID00275,5,Temperature,should The it was as be. exactly hot/cold as food,Chinese,Gluten-Free,Low,Yes,Positive,1.0,0.25,0.25,10,8
RU001273,n4ozodil01av,48,M,Tirunelveli,2024-08-03,NoodleNest,Kung Pao Chicken,PID00587,1,Packaging,seal totally for broke delivery. unsuitable easily; The,Chinese,Non-Veg,Medium,No,Negative,-1.0,0.22,0.79,6,6
RU001274,gcdo1wdslwfj,49,M,Bhopal,2024-08-03,UrbanTadka,Chole Bhature,PID00266,5,Hygiene,"very completely Clean, and hygienic—felt trustworthy. safe,",Indian,Vegan,High,Yes,Positive,1.0,0.43,0.6,13,6
RU001275,xucrlpoozrf4,56,F,Nashik,2024-08-03,CurryCraft,Tandoori Chicken,PID00420,5,Delivery,seamless incredibly Super service; and efficient. fast,Indian,None,Medium,No,Positive,1.0,0.21,0.46,1,1
RU001276,71rugyqefjot,24,F,Ranchi,2024-08-03,CurryCraft,Bhindi Masala,PID00319,1,Taste,culinary and took terrible failure. I bite continue; a one couldn't,Indian,None,Low,No,Negative,-1.0,-0.44,0.43,18,1
RU001277,sftejar7k92s,51,M,Hyderabad,2024-08-03,WokWay,Fried Rice,PID00208,4,Value for Money,felt trade-off. Solid fair like purchase; a,Chinese,Vegan,Medium,Yes,Positive,0.5,0.35,0.5,8,8
RU001278,g0y9kd7eu3d6,43,F,Madurai,2024-08-03,FiestaGrill,Tamales,PID00687,2,Temperature,was should hot. it The cold when food quite have been,Mexican,Non-Veg,High,No,Negative,-0.5,-0.17,0.93,6,0
RU001279,q94ujx9tkwpj,40,M,Jaipur,2024-08-03,NoodleNest,Kung Pao Chicken,PID00587,4,Delivery,"met time. delivery, arrival estimated the Punctual",Chinese,Vegetarian,Medium,No,Positive,0.5,0.0,0.0,23,0
RU001280,x7wn10wcxycy,34,F,Thane,2024-08-03,VeganVibes,French Fries,PID00179,1,Delivery,delivery Worst experience delay. I've had—unacceptable,Continental,Gluten-Free,Medium,Yes,Negative,-1.0,-1.0,1.0,9,5
RU001281,oncpmdgl24qq,19,Other,Jaipur,2024-08-03,WrapNation,Refried Beans,PID00357,2,Temperature,not chilled enough. The cold items were,Mexican,None,Medium,Yes,Negative,-0.5,-0.3,0.75,19,3
RU001282,1dp6g73j6jdp,20,F,Thrissur,2024-08-03,NoodleNest,Spring Rolls,PID00385,3,Delivery,"timing handler fine, was just The was the but okay.",Chinese,Gluten-Free,Medium,No,Neutral,0.0,0.46,0.5,17,0
RU001283,j5td4c8a1yhy,37,F,Nashik,2024-08-03,WokWay,Sweet Corn Soup,PID00483,1,Hygiene,"hygiene unacceptable Unclean, conditions—a major failure.",Chinese,Non-Veg,Medium,No,Negative,-1.0,-0.13,0.4,12,0
RU001284,ik1the0zk79a,57,Other,Aurangabad,2024-08-03,TandooriTrail,Kofta Curry,PID00082,3,Packaging,"rearrange eating. had Acceptable, but I before the food to",Indian,Vegetarian,Medium,Yes,Neutral,0.0,0.0,0.0,5,2
RU001285,bbi7ne86zmq0,44,Other,Kochi,2024-08-04,MasalaMagic,Aloo Paratha,PID00293,3,Temperature,"sat a Standard like temperature, minute. it but felt for",Indian,None,Low,No,Neutral,0.0,0.0,0.0,13,2
RU001286,mtf075g514a9,35,F,Chandigarh,2024-08-04,TandooriTrail,Chole Bhature,PID00813,5,Portion Size,portion large The was perfectly and size shareable.,Indian,Gluten-Free,Low,Yes,Positive,1.0,0.61,0.71,22,5
RU001287,stw2i3izw1zf,33,M,Coimbatore,2024-08-04,WrapNation,Quesadilla,PID00718,2,Hygiene,questionable. environment food or The appeared handling,Mexican,Gluten-Free,High,No,Negative,-0.5,-0.5,1.0,17,5
RU001288,b483afzzcom1,55,M,Agra,2024-08-04,BiryaniBox,Paneer Butter Masala,PID00321,5,Delivery,incredibly and service; fast seamless efficient. Super,Indian,Gluten-Free,High,No,Positive,1.0,0.38,0.57,10,3
RU001289,15pdtb3gll6b,57,F,Erode,2024-08-04,BiryaniBox,Rajma Chawal,PID00166,3,Portion Size,standard/average dish. was this The type for of portion,Indian,Vegan,Low,No,Neutral,0.0,0.0,0.0,5,9
RU001290,hg9666an3j3y,31,M,Delhi,2024-08-04,BiryaniBox,Rajma Chawal,PID00166,5,Value for Money,every Exceptional for Worth penny! and price. the quality quantity,Indian,Vegan,Medium,No,Positive,1.0,0.52,0.55,3,6
RU001291,y84oo5ilwn6f,35,M,Thrissur,2024-08-04,FoodAdda,Thai Fish Cakes,PID00295,5,Value for Money,type of I've found Best food. for this deal,Thai,Vegetarian,High,No,Positive,1.0,1.0,0.3,5,3
RU001292,w07fil3dvyjh,39,M,Shimla,2024-08-04,UrbanTadka,Masala Dosa,PID00241,3,Customer Service,enthusiasm or Functional warmth. lacked but,Indian,Non-Veg,High,Yes,Neutral,0.0,0.0,0.0,2,1
RU001293,q9rkmsiia6tr,58,M,Vellore,2024-08-04,FreshBite,Garlic Bread,PID00106,3,Delivery,"or particularly fast nothing Standard delivery speed, slow.",Continental,Non-Veg,High,Yes,Neutral,0.0,-0.03,0.33,17,7
RU001294,no8gfjrsj892,32,M,Thane,2024-08-04,VeganVibes,Omelette,PID00016,2,Taste,I flavor odd and had finishing it; profile the a unappealing. hard was time,Continental,Vegan,Low,Yes,Negative,-0.5,-0.29,0.43,23,6
RU001295,jonew1mkdwvm,21,Other,Aurangabad,2024-08-04,BiryaniBox,Paneer Butter Masala,PID00321,3,Delivery,"but The the okay. handler fine, was just was timing",Indian,Vegan,Low,Yes,Neutral,0.0,0.46,0.5,12,0
RU001296,5oxxlykj7ge2,52,Other,Ludhiana,2024-08-04,WrapNation,Fajitas,PID00055,2,Hygiene,unhygienic; Seemed dirt noticed or I some areas. questionable,Mexican,Vegetarian,Low,No,Negative,-0.5,-0.5,1.0,19,5
RU001297,hohgn48ipbqm,50,F,Trichy,2024-08-04,FiestaGrill,Burrito Bowl,PID01015,4,Value for Money,priced complaints correctly. about cost; the No,Mexican,Non-Veg,Low,No,Positive,0.5,0.0,0.0,22,2
RU001298,swyov0tm5jyc,57,F,Thrissur,2024-08-04,PastaPalace,Calzone,PID00306,2,Customer Service,or in unprofessional abrupt communication. Slightly their,Italian,Vegan,Low,No,Negative,-0.5,-0.15,0.58,6,1
RU001299,4vij2b8ncmrd,53,F,Patna,2024-08-04,CurryCraft,Aloo Paratha,PID00714,2,Value for Money,the match tag. didn't quality The price,Indian,Vegetarian,Medium,Yes,Negative,-0.5,0.0,0.0,3,10
RU001300,1a0q24bozl01,46,F,Indore,2024-08-04,CurryCraft,Dal Makhani,PID00328,5,Hygiene,"and trustworthy. safe, completely Clean, hygienic—felt very",Indian,Vegetarian,Low,Yes,Positive,1.0,0.36,0.5,0,0
RU001301,98iboq18oveu,54,M,Thanjavur,2024-08-04,SpiceHub,Rajma Chawal,PID00442,2,Delivery,the meal. delay the quality of impacted The negatively,Indian,None,High,No,Negative,-0.5,-0.3,0.4,5,3
RU001302,f6dohe7ky87q,54,F,Nagpur,2024-08-04,UrbanTadka,Chicken Curry,PID00603,3,Delivery,"but timing was okay. handler the was just fine, The",Indian,Vegan,Low,No,Neutral,0.0,0.46,0.5,14,5
RU001303,nmznr2q4v65f,40,M,Indore,2024-08-05,FiestaGrill,Mexican Rice,PID00085,1,Packaging,"was mess poor the arrival. packaging, a upon food Very complete",Mexican,None,Medium,No,Negative,-1.0,-0.15,0.43,19,10
RU001304,i5hc84mj3j46,43,F,Trivandrum,2024-08-05,FiestaGrill,Nachos,PID00175,2,Packaging,the ineffective; held Felt contents. barely and cheap,Mexican,Vegan,Low,No,Negative,-0.5,0.23,0.4,17,8
RU001305,yg05zcrop6vd,49,M,Bangalore,2024-08-05,FiestaGrill,Tostadas,PID00046,3,Value for Money,for. It you what pay was get value; you average,Mexican,Vegan,Low,No,Neutral,0.0,-0.15,0.4,11,8
RU001306,8g4611z9et3w,28,F,Pune,2024-08-05,FiestaGrill,Churros,PID00144,2,Temperature,chilled not items were cold enough. The,Mexican,Gluten-Free,Medium,No,Negative,-0.5,-0.3,0.75,24,9
RU001307,qxk9du7rmxff,52,M,Indore,2024-08-05,UrbanTadka,Chicken Biryani,PID00168,1,Portion Size,a size was meal; the Barely insulting.,Indian,Vegetarian,High,Yes,Negative,-1.0,-1.0,1.0,14,3
RU001308,xza7uvicx13g,31,M,Shimla,2024-08-05,BiryaniBox,Bhindi Masala,PID00146,2,Portion Size,on slightly. the Felt they like skimped quantity,Indian,Non-Veg,High,No,Negative,-0.5,-0.17,0.17,7,5
RU001309,c8axios4kvvr,31,F,Jaipur,2024-08-05,VeganVibes,Beef Stroganoff,PID00473,4,Packaging,concerns. A very good no standard major of packaging;,Continental,Vegetarian,Medium,No,Positive,0.5,0.32,0.43,14,10
RU001310,yuk6bcdfqvdp,40,M,Erode,2024-08-05,WokWay,Tofu Chili,PID00564,3,Value for Money,standard. the Price was on higher end of,Chinese,Vegetarian,High,Yes,Neutral,0.0,0.12,0.25,6,8
RU001311,p5vmbbs4wd9e,20,M,Udaipur,2024-08-06,FoodAdda,Green Curry,PID00413,5,Value for Money,price. the and for quality every Exceptional Worth quantity penny!,Thai,Vegetarian,Medium,No,Positive,1.0,0.52,0.55,22,4
RU001312,cp2smhum752y,60,M,Varanasi,2024-08-06,SpiceHub,Masala Dosa,PID00186,3,Portion Size,"eat, enough was to It generous. didn't but feel",Indian,Gluten-Free,High,No,Neutral,0.0,0.0,0.5,8,10
RU001313,c08fc0tr58ps,26,M,Surat,2024-08-06,CurryCraft,Kofta Curry,PID00401,5,Portion Size,filling; very a enough more than and to Huge satisfy large appetite.,Indian,Vegan,High,No,Positive,1.0,0.28,0.62,11,2
RU001314,maebtmhwy5js,27,M,Ahmedabad,2024-08-06,UrbanTadka,Chicken Biryani,PID00168,1,Temperature,temperature—makes inedible/unsafe. Unacceptable the food,Indian,None,Medium,Yes,Negative,-1.0,0.0,0.0,7,1
RU001315,lgfwmvytsu2m,50,F,Bangalore,2024-08-06,TandooriTrail,Paneer Butter Masala,PID00533,4,Taste,"highly average taste, definitely great enjoyable. and Really above",Indian,Vegetarian,High,No,Positive,0.5,0.29,0.46,6,9
RU001316,72xnljhm2ztm,30,M,Surat,2024-08-06,FiestaGrill,Pozole,PID00971,5,Hygiene,practices. to highest adheres hygiene the Clearly,Mexican,Non-Veg,High,Yes,Positive,1.0,0.1,0.38,17,5
